ts,entry_time,symbol,lado,entry,stop,accion
2017-06-06 10:00:00-04:00,2017-06-06 10:00:00-04:00,NQ,long,5879.62,5871.47,"('abrir', 'MNQ', 14, 228, 5895.9)"
2017-06-06 11:15:00-04:00,2017-06-06 11:15:00-04:00,NQ,short,5882.27,5885.17,"('skip', 'ya hay posición en MNQ')"
2017-06-07 03:40:00-04:00,2017-06-07 03:40:00-04:00,NQ,short,5861.22,5863.57,"('abrir', 'MNQ', 20, 94, 5856.5)"
2017-06-08 03:55:00-04:00,2017-06-08 03:55:00-04:00,NQ,short,5883.42,5885.57,"('abrir', 'MNQ', 20, 86, 5879.1)"
2017-06-08 10:05:00-04:00,2017-06-08 10:05:00-04:00,NQ,short,5870.82,5881.97,"('abrir', 'MNQ', 10, 223, 5848.5)"
2017-06-09 04:10:00-04:00,2017-06-09 04:10:00-04:00,NQ,short,5888.72,5891.97,"('abrir', 'MNQ', 20, 130, 5882.2)"
2017-06-09 10:45:00-04:00,2017-06-09 10:45:00-04:00,NQ,long,5891.72,5876.77,"('abrir', 'MNQ', 7, 209, 5921.6)"
2017-06-12 12:35:00-04:00,2017-06-12 12:35:00-04:00,NQ,short,5684.42,5707.37,"('abrir', 'MNQ', 4, 184, 5638.5)"
2017-06-13 03:55:00-04:00,2017-06-13 03:55:00-04:00,NQ,long,5725.07,5722.97,"('abrir', 'MNQ', 20, 84, 5729.3)"
2017-06-13 04:45:00-04:00,2017-06-13 04:45:00-04:00,NQ,short,5723.47,5725.47,"('abrir', 'MNQ', 20, 80, 5719.5)"
2017-06-13 11:05:00-04:00,2017-06-13 11:05:00-04:00,NQ,short,5720.13,5727.97,"('abrir', 'MNQ', 14, 219, 5704.5)"
2017-06-13 11:40:00-04:00,2017-06-13 11:40:00-04:00,NQ,short,5734.62,5740.37,FRENO_DIARIO
2017-06-14 09:45:00-04:00,2017-06-14 09:45:00-04:00,NQ,short,5762.07,5768.37,"('abrir', 'MNQ', 17, 214, 5749.5)"
2017-06-14 09:55:00-04:00,2017-06-14 09:55:00-04:00,NQ,short,5769.67,5775.57,"('abrir', 'MNQ', 19, 224, 5757.9)"
2017-06-15 10:00:00-04:00,2017-06-15 10:00:00-04:00,NQ,short,5659.87,5675.07,"('abrir', 'MNQ', 7, 213, 5629.5)"
2017-06-15 11:45:00-04:00,2017-06-15 11:45:00-04:00,NQ,long,5667.07,5658.07,"('abrir', 'MNQ', 12, 216, 5685.1)"
2017-06-16 04:20:00-04:00,2017-06-16 04:20:00-04:00,NQ,long,5715.17,5713.07,"('abrir', 'MNQ', 20, 84, 5719.4)"
2017-06-16 05:10:00-04:00,2017-06-16 05:10:00-04:00,NQ,short,5707.17,5709.97,"('abrir', 'MNQ', 20, 112, 5701.6)"
2017-06-16 09:55:00-04:00,2017-06-16 09:55:00-04:00,NQ,short,5691.72,5693.72,"('abrir', 'MNQ', 20, 80, 5687.7)"
2017-06-16 11:45:00-04:00,2017-06-16 11:45:00-04:00,NQ,long,5671.82,5667.67,"('abrir', 'MNQ', 20, 166, 5680.1)"
2017-06-20 04:50:00-04:00,2017-06-20 04:50:00-04:00,NQ,short,5770.42,5772.42,"('abrir', 'MNQ', 20, 80, 5766.4)"
2017-06-20 11:00:00-04:00,2017-06-20 11:00:00-04:00,NQ,long,5763.47,5754.27,"('abrir', 'MNQ', 12, 221, 5781.9)"
2017-06-21 05:10:00-04:00,2017-06-21 05:10:00-04:00,NQ,long,5702.62,5692.55,"('abrir', 'MNQ', 11, 222, 5722.8)"
2017-06-21 11:00:00-04:00,2017-06-21 11:00:00-04:00,NQ,long,5760.22,5753.17,"('abrir', 'MNQ', 16, 226, 5774.3)"
2017-06-21 12:45:00-04:00,2017-06-21 12:45:00-04:00,NQ,long,5762.57,5758.47,"('abrir', 'MNQ', 20, 164, 5770.8)"
2017-06-22 02:50:00-04:00,2017-06-22 02:50:00-04:00,NQ,long,5803.62,5799.87,"('abrir', 'MNQ', 20, 150, 5811.1)"
2017-06-22 04:10:00-04:00,2017-06-22 04:10:00-04:00,NQ,short,5787.52,5790.07,"('abrir', 'MNQ', 20, 102, 5782.4)"
2017-06-22 05:10:00-04:00,2017-06-22 05:10:00-04:00,NQ,short,5785.42,5787.87,"('skip', 'ya hay posición en MNQ')"
2017-06-22 05:40:00-04:00,2017-06-22 05:40:00-04:00,NQ,short,5784.37,5789.67,"('abrir', 'MNQ', 20, 212, 5773.8)"
2017-06-22 10:55:00-04:00,2017-06-22 10:55:00-04:00,NQ,long,5785.27,5782.37,"('abrir', 'MNQ', 20, 116, 5791.1)"
2017-06-22 11:15:00-04:00,2017-06-22 11:15:00-04:00,NQ,long,5781.67,5777.37,FRENO_DIARIO
2017-06-23 03:45:00-04:00,2017-06-23 03:45:00-04:00,NQ,long,5790.37,5785.47,"('abrir', 'MNQ', 20, 196, 5800.2)"
2017-06-26 09:40:00-04:00,2017-06-26 09:40:00-04:00,NQ,long,5839.37,5831.17,"('abrir', 'MNQ', 13, 213, 5855.8)"
2017-06-26 12:05:00-04:00,2017-06-26 12:05:00-04:00,NQ,long,5784.67,5775.87,"('abrir', 'MNQ', 12, 211, 5802.3)"
2017-06-27 09:40:00-04:00,2017-06-27 09:40:00-04:00,NQ,short,5748.47,5755.77,"('abrir', 'MNQ', 15, 219, 5733.9)"
2017-06-27 11:05:00-04:00,2017-06-27 11:05:00-04:00,NQ,long,5753.12,5739.87,"('abrir', 'MNQ', 8, 212, 5779.6)"
2017-06-28 10:00:00-04:00,2017-06-28 10:00:00-04:00,NQ,short,5671.37,5679.27,"('abrir', 'MNQ', 13, 205, 5655.6)"
2017-06-28 11:55:00-04:00,2017-06-28 11:55:00-04:00,NQ,long,5714.87,5705.57,"('abrir', 'MNQ', 11, 205, 5733.5)"
2017-06-29 10:50:00-04:00,2017-06-29 10:50:00-04:00,NQ,long,5688.07,5680.77,"('abrir', 'MNQ', 15, 219, 5702.7)"
2017-06-30 03:45:00-04:00,2017-06-30 03:45:00-04:00,NQ,short,5638.87,5645.97,"('abrir', 'MNQ', 15, 213, 5624.7)"
2017-06-30 09:55:00-04:00,2017-06-30 09:55:00-04:00,NQ,long,5654.87,5652.87,"('abrir', 'MNQ', 20, 80, 5658.9)"
2017-07-03 03:15:00-04:00,2017-07-03 03:15:00-04:00,NQ,long,5665.32,5662.97,"('abrir', 'MNQ', 20, 94, 5670.0)"
2017-07-05 03:25:00-04:00,2017-07-05 03:25:00-04:00,NQ,short,5576.02,5578.02,"('abrir', 'MNQ', 20, 80, 5572.0)"
2017-07-05 04:00:00-04:00,2017-07-05 04:00:00-04:00,NQ,long,5574.47,5572.07,"('abrir', 'MNQ', 20, 96, 5579.3)"
2017-07-05 09:40:00-04:00,2017-07-05 09:40:00-04:00,NQ,long,5612.12,5600.87,"('abrir', 'MNQ', 9, 203, 5634.6)"
2017-07-05 10:10:00-04:00,2017-07-05 10:10:00-04:00,NQ,short,5601.27,5609.87,FRENO_DIARIO
2017-07-06 02:55:00-04:00,2017-07-06 02:55:00-04:00,NQ,short,5642.62,5644.62,"('abrir', 'MNQ', 20, 80, 5638.6)"
2017-07-06 10:10:00-04:00,2017-07-06 10:10:00-04:00,NQ,short,5590.92,5603.47,"('abrir', 'MNQ', 8, 201, 5565.8)"
2017-07-07 02:45:00-04:00,2017-07-07 02:45:00-04:00,NQ,long,5600.77,5598.77,"('abrir', 'MNQ', 20, 80, 5604.8)"
2017-07-07 04:45:00-04:00,2017-07-07 04:45:00-04:00,NQ,long,5598.42,5596.42,"('abrir', 'MNQ', 20, 80, 5602.4)"
2017-07-07 10:15:00-04:00,2017-07-07 10:15:00-04:00,NQ,long,5630.22,5624.07,"('abrir', 'MNQ', 17, 209, 5642.5)"
2017-07-10 05:15:00-04:00,2017-07-10 05:15:00-04:00,NQ,short,5672.42,5675.17,"('abrir', 'MNQ', 20, 110, 5666.9)"
2017-07-10 09:45:00-04:00,2017-07-10 09:45:00-04:00,NQ,long,5664.12,5650.77,"('abrir', 'MNQ', 8, 214, 5690.8)"
2017-07-10 10:00:00-04:00,2017-07-10 10:00:00-04:00,NQ,short,5660.03,5667.67,"('abrir', 'MNQ', 14, 214, 5644.8)"
2017-07-11 04:20:00-04:00,2017-07-11 04:20:00-04:00,NQ,short,5687.17,5689.17,"('abrir', 'MNQ', 20, 80, 5683.2)"
2017-07-11 11:30:00-04:00,2017-07-11 11:30:00-04:00,NQ,short,5685.52,5694.07,"('abrir', 'MNQ', 12, 205, 5668.4)"
2017-07-11 11:50:00-04:00,2017-07-11 11:50:00-04:00,NQ,short,5695.07,5713.97,"('abrir', 'MNQ', 5, 189, 5657.3)"
2017-07-12 10:30:00-04:00,2017-07-12 10:30:00-04:00,NQ,long,5757.72,5753.27,"('abrir', 'MNQ', 20, 178, 5766.6)"
2017-07-13 04:10:00-04:00,2017-07-13 04:10:00-04:00,NQ,short,5796.62,5798.62,"('abrir', 'MNQ', 20, 80, 5792.6)"
2017-07-13 04:20:00-04:00,2017-07-13 04:20:00-04:00,NQ,short,5797.97,5802.37,"('skip', 'ya hay posición en MNQ')"
2017-07-13 10:10:00-04:00,2017-07-13 10:10:00-04:00,NQ,long,5795.27,5790.37,"('abrir', 'MNQ', 20, 196, 5805.1)"
2017-07-13 10:15:00-04:00,2017-07-13 10:15:00-04:00,NQ,long,5789.47,5784.37,"('abrir', 'MNQ', 20, 204, 5799.7)"
2017-07-13 12:00:00-04:00,2017-07-13 12:00:00-04:00,NQ,long,5790.92,5786.17,FRENO_DIARIO
2017-07-14 02:30:00-04:00,2017-07-14 02:30:00-04:00,NQ,short,5790.72,5792.72,"('abrir', 'MNQ', 20, 80, 5786.7)"
2017-07-14 04:45:00-04:00,2017-07-14 04:45:00-04:00,NQ,long,5791.82,5788.67,"('abrir', 'MNQ', 20, 126, 5798.1)"
2017-07-14 10:15:00-04:00,2017-07-14 10:15:00-04:00,NQ,short,5811.77,5813.77,"('abrir', 'MNQ', 20, 80, 5807.8)"
2017-07-17 03:30:00-04:00,2017-07-17 03:30:00-04:00,NQ,long,5846.42,5844.42,"('abrir', 'MNQ', 20, 80, 5850.4)"
2017-07-17 04:30:00-04:00,2017-07-17 04:30:00-04:00,NQ,short,5844.42,5846.57,"('abrir', 'MNQ', 20, 86, 5840.1)"
2017-07-18 10:40:00-04:00,2017-07-18 10:40:00-04:00,NQ,long,5838.97,5833.77,"('abrir', 'MNQ', 20, 208, 5849.4)"
2017-07-19 09:45:00-04:00,2017-07-19 09:45:00-04:00,NQ,long,5898.97,5892.07,"('abrir', 'MNQ', 15, 207, 5912.8)"
2017-07-19 11:20:00-04:00,2017-07-19 11:20:00-04:00,NQ,long,5902.07,5893.07,"('skip', 'ya hay posición en MNQ')"
2017-07-20 05:15:00-04:00,2017-07-20 05:15:00-04:00,NQ,short,5914.42,5916.67,"('abrir', 'MNQ', 20, 90, 5909.9)"
2017-07-20 09:50:00-04:00,2017-07-20 09:50:00-04:00,NQ,short,5922.27,5924.27,"('abrir', 'MNQ', 20, 80, 5918.3)"
2017-07-20 10:30:00-04:00,2017-07-20 10:30:00-04:00,NQ,short,5916.37,5922.67,"('abrir', 'MNQ', 17, 214, 5903.8)"
2017-07-20 10:45:00-04:00,2017-07-20 10:45:00-04:00,NQ,short,5907.02,5909.02,"('abrir', 'MNQ', 20, 80, 5903.0)"
2017-07-21 11:15:00-04:00,2017-07-21 11:15:00-04:00,NQ,short,5903.02,5909.27,"('abrir', 'MNQ', 17, 212, 5890.5)"
2017-07-24 04:55:00-04:00,2017-07-24 04:55:00-04:00,NQ,long,5905.17,5901.87,"('abrir', 'MNQ', 20, 132, 5911.8)"
2017-07-24 11:30:00-04:00,2017-07-24 11:30:00-04:00,NQ,short,5914.02,5923.07,"('abrir', 'MNQ', 12, 217, 5895.9)"
2017-07-25 02:35:00-04:00,2017-07-25 02:35:00-04:00,NQ,short,5923.02,5925.07,"('abrir', 'MNQ', 20, 82, 5918.9)"
2017-07-25 09:50:00-04:00,2017-07-25 09:50:00-04:00,NQ,short,5925.02,5928.57,"('abrir', 'MNQ', 20, 142, 5917.9)"
2017-07-25 10:05:00-04:00,2017-07-25 10:05:00-04:00,NQ,long,5924.47,5916.87,"('abrir', 'MNQ', 14, 213, 5939.7)"
2017-07-25 11:00:00-04:00,2017-07-25 11:00:00-04:00,NQ,short,5926.02,5934.37,FRENO_DIARIO
2017-07-26 06:00:00-04:00,2017-07-26 06:00:00-04:00,NQ,long,5931.12,5927.17,"('abrir', 'MNQ', 20, 158, 5939.0)"
2017-07-27 09:45:00-04:00,2017-07-27 09:45:00-04:00,NQ,short,5981.52,5986.97,"('abrir', 'MNQ', 19, 207, 5970.6)"
2017-07-27 10:30:00-04:00,2017-07-27 10:30:00-04:00,NQ,short,5986.47,5991.57,"('abrir', 'MNQ', 20, 204, 5976.3)"
2017-07-28 09:50:00-04:00,2017-07-28 09:50:00-04:00,NQ,long,5884.07,5867.17,"('abrir', 'MNQ', 6, 203, 5917.9)"
2017-07-31 10:15:00-04:00,2017-07-31 10:15:00-04:00,NQ,short,5898.82,5905.17,"('abrir', 'MNQ', 16, 203, 5886.1)"
2017-08-01 03:25:00-04:00,2017-08-01 03:25:00-04:00,NQ,long,5903.92,5898.87,"('abrir', 'MNQ', 20, 202, 5914.0)"
2017-08-01 11:05:00-04:00,2017-08-01 11:05:00-04:00,NQ,long,5892.47,5881.87,"('abrir', 'MNQ', 10, 212, 5913.7)"
2017-08-02 10:05:00-04:00,2017-08-02 10:05:00-04:00,NQ,short,5916.92,5926.87,"('abrir', 'MNQ', 10, 199, 5897.0)"
2017-08-03 09:40:00-04:00,2017-08-03 09:40:00-04:00,NQ,short,5911.97,5916.87,"('abrir', 'MNQ', 20, 196, 5902.2)"
2017-08-04 02:50:00-04:00,2017-08-04 02:50:00-04:00,NQ,long,5887.02,5885.02,"('abrir', 'MNQ', 20, 80, 5891.0)"
2017-08-04 10:25:00-04:00,2017-08-04 10:25:00-04:00,NQ,short,5892.72,5902.07,"('abrir', 'MNQ', 11, 206, 5874.0)"
2017-08-07 10:15:00-04:00,2017-08-07 10:15:00-04:00,NQ,long,5909.52,5906.17,"('abrir', 'MNQ', 20, 134, 5916.2)"
2017-08-08 03:15:00-04:00,2017-08-08 03:15:00-04:00,NQ,long,5930.02,5927.57,"('abrir', 'MNQ', 20, 98, 5934.9)"
2017-08-08 04:50:00-04:00,2017-08-08 04:50:00-04:00,NQ,short,5931.27,5935.27,"('skip', 'ya hay posición en MNQ')"
2017-08-08 09:45:00-04:00,2017-08-08 09:45:00-04:00,NQ,short,5917.97,5922.57,"('abrir', 'MNQ', 20, 184, 5908.8)"
2017-08-09 10:00:00-04:00,2017-08-09 10:00:00-04:00,NQ,long,5879.42,5869.97,"('abrir', 'MNQ', 11, 208, 5898.3)"
2017-08-09 12:55:00-04:00,2017-08-09 12:55:00-04:00,NQ,long,5902.97,5895.77,"('abrir', 'MNQ', 15, 216, 5917.4)"
2017-08-11 03:35:00-04:00,2017-08-11 03:35:00-04:00,NQ,long,5777.77,5773.17,"('abrir', 'MNQ', 20, 184, 5787.0)"
2017-08-11 10:15:00-04:00,2017-08-11 10:15:00-04:00,NQ,long,5811.47,5805.37,"('abrir', 'MNQ', 17, 207, 5823.7)"
2017-08-11 11:35:00-04:00,2017-08-11 11:35:00-04:00,NQ,short,5813.77,5815.77,"('abrir', 'MNQ', 20, 80, 5809.8)"
2017-08-15 04:10:00-04:00,2017-08-15 04:10:00-04:00,NQ,short,5912.87,5914.87,"('abrir', 'MNQ', 20, 80, 5908.9)"
2017-08-15 05:20:00-04:00,2017-08-15 05:20:00-04:00,NQ,long,5917.07,5915.07,"('abrir', 'MNQ', 20, 80, 5921.1)"
2017-08-15 09:55:00-04:00,2017-08-15 09:55:00-04:00,NQ,short,5903.72,5911.47,"('abrir', 'MNQ', 14, 217, 5888.2)"
2017-08-16 05:30:00-04:00,2017-08-16 05:30:00-04:00,NQ,short,5922.12,5925.07,"('abrir', 'MNQ', 20, 118, 5916.2)"
2017-08-16 10:25:00-04:00,2017-08-16 10:25:00-04:00,NQ,short,5910.27,5918.07,"('abrir', 'MNQ', 13, 203, 5894.7)"
2017-08-17 04:00:00-04:00,2017-08-17 04:00:00-04:00,NQ,long,5907.27,5905.17,"('abrir', 'MNQ', 20, 84, 5911.5)"
2017-08-18 05:00:00-04:00,2017-08-18 05:00:00-04:00,NQ,short,5787.77,5795.57,"('abrir', 'MNQ', 13, 203, 5772.2)"
2017-08-18 11:15:00-04:00,2017-08-18 11:15:00-04:00,NQ,short,5792.77,5803.97,"('abrir', 'MNQ', 9, 202, 5770.4)"
2017-08-21 09:50:00-04:00,2017-08-21 09:50:00-04:00,NQ,long,5792.52,5779.17,"('abrir', 'MNQ', 8, 214, 5819.2)"
2017-08-21 11:50:00-04:00,2017-08-21 11:50:00-04:00,NQ,long,5782.17,5779.37,"('abrir', 'MNQ', 20, 112, 5787.8)"
2017-08-23 03:10:00-04:00,2017-08-23 03:10:00-04:00,NQ,long,5866.42,5862.07,"('abrir', 'MNQ', 20, 174, 5875.1)"
2017-08-23 04:40:00-04:00,2017-08-23 04:40:00-04:00,NQ,short,5864.37,5868.97,"('skip', 'ya hay posición en MNQ')"
2017-08-24 10:45:00-04:00,2017-08-24 10:45:00-04:00,NQ,long,5842.57,5835.57,"('abrir', 'MNQ', 15, 210, 5856.6)"
2017-08-25 03:55:00-04:00,2017-08-25 03:55:00-04:00,NQ,short,5838.32,5841.87,"('abrir', 'MNQ', 20, 142, 5831.2)"
2017-08-25 05:25:00-04:00,2017-08-25 05:25:00-04:00,NQ,short,5841.72,5845.47,"('abrir', 'MNQ', 20, 150, 5834.2)"
2017-08-25 10:20:00-04:00,2017-08-25 10:20:00-04:00,NQ,long,5853.77,5843.47,"('abrir', 'MNQ', 10, 206, 5874.4)"
2017-08-28 10:00:00-04:00,2017-08-28 10:00:00-04:00,NQ,short,5828.72,5835.17,"('abrir', 'MNQ', 16, 206, 5815.8)"
2017-08-30 03:30:00-04:00,2017-08-30 03:30:00-04:00,NQ,short,5891.07,5893.87,"('abrir', 'MNQ', 20, 112, 5885.5)"
2017-08-31 03:00:00-04:00,2017-08-31 03:00:00-04:00,NQ,short,5941.42,5943.42,"('abrir', 'MNQ', 20, 80, 5937.4)"
2017-08-31 04:00:00-04:00,2017-08-31 04:00:00-04:00,NQ,short,5937.77,5939.77,"('abrir', 'MNQ', 20, 80, 5933.8)"
2017-08-31 04:15:00-04:00,2017-08-31 04:15:00-04:00,NQ,short,5942.02,5944.02,"('abrir', 'MNQ', 20, 80, 5938.0)"
2017-08-31 11:10:00-04:00,2017-08-31 11:10:00-04:00,NQ,short,5966.72,5970.87,FRENO_DIARIO
2017-09-01 03:30:00-04:00,2017-09-01 03:30:00-04:00,NQ,short,5993.57,5996.67,"('abrir', 'MNQ', 20, 124, 5987.4)"
2017-09-01 04:00:00-04:00,2017-09-01 04:00:00-04:00,NQ,short,5996.82,5999.17,"('skip', 'ya hay posición en MNQ')"
2017-09-01 10:10:00-04:00,2017-09-01 10:10:00-04:00,NQ,short,5978.67,5984.57,"('abrir', 'MNQ', 17, 201, 5966.9)"
2017-09-01 11:15:00-04:00,2017-09-01 11:15:00-04:00,NQ,long,5986.97,5984.97,"('abrir', 'MNQ', 20, 80, 5991.0)"
2017-09-01 12:05:00-04:00,2017-09-01 12:05:00-04:00,NQ,long,5990.22,5987.87,FRENO_DIARIO
2017-09-04 03:50:00-04:00,2017-09-04 03:50:00-04:00,NQ,long,5955.22,5950.47,"('abrir', 'MNQ', 20, 190, 5964.7)"
2017-09-04 11:20:00-04:00,2017-09-04 11:20:00-04:00,NQ,long,5969.77,5967.77,"('abrir', 'MNQ', 20, 80, 5973.8)"
2017-09-04 11:30:00-04:00,2017-09-04 11:30:00-04:00,NQ,long,5968.47,5959.17,"('skip', 'ya hay posición en MNQ')"
2017-09-05 09:45:00-04:00,2017-09-05 09:45:00-04:00,NQ,short,5961.27,5971.87,"('abrir', 'MNQ', 9, 191, 5940.1)"
2017-09-05 09:55:00-04:00,2017-09-05 09:55:00-04:00,NQ,short,5968.97,5979.07,"('abrir', 'MNQ', 10, 202, 5948.8)"
2017-09-05 10:20:00-04:00,2017-09-05 10:20:00-04:00,NQ,long,5968.12,5966.12,"('skip', 'ya hay posición en MNQ')"
2017-09-06 04:25:00-04:00,2017-09-06 04:25:00-04:00,NQ,long,5946.12,5936.77,"('abrir', 'MNQ', 11, 206, 5964.8)"
2017-09-06 09:45:00-04:00,2017-09-06 09:45:00-04:00,NQ,short,5944.42,5949.97,"('skip', 'ya hay posición en MNQ')"
2017-09-07 03:15:00-04:00,2017-09-07 03:15:00-04:00,NQ,short,5942.62,5946.57,"('abrir', 'MNQ', 20, 158, 5934.7)"
2017-09-07 04:50:00-04:00,2017-09-07 04:50:00-04:00,NQ,long,5943.02,5939.77,"('abrir', 'MNQ', 20, 130, 5949.5)"
2017-09-07 10:15:00-04:00,2017-09-07 10:15:00-04:00,NQ,short,5950.97,5955.37,"('abrir', 'MNQ', 20, 176, 5942.2)"
2017-09-08 11:10:00-04:00,2017-09-08 11:10:00-04:00,NQ,long,5942.92,5937.07,"('abrir', 'MNQ', 17, 199, 5954.6)"
2017-09-11 03:30:00-04:00,2017-09-11 03:30:00-04:00,NQ,long,5949.42,5947.42,"('abrir', 'MNQ', 20, 80, 5953.4)"
2017-09-11 03:50:00-04:00,2017-09-11 03:50:00-04:00,NQ,long,5951.62,5948.57,"('abrir', 'MNQ', 20, 122, 5957.7)"
2017-09-12 03:20:00-04:00,2017-09-12 03:20:00-04:00,NQ,short,5984.82,5988.37,"('abrir', 'MNQ', 20, 142, 5977.7)"
2017-09-12 11:20:00-04:00,2017-09-12 11:20:00-04:00,NQ,long,5978.97,5971.87,"('abrir', 'MNQ', 14, 199, 5993.2)"
2017-09-12 12:40:00-04:00,2017-09-12 12:40:00-04:00,NQ,long,5982.12,5974.57,"('skip', 'ya hay posición en MNQ')"
2017-09-13 04:05:00-04:00,2017-09-13 04:05:00-04:00,NQ,short,5986.37,5989.27,"('abrir', 'MNQ', 20, 116, 5980.6)"
2017-09-13 10:45:00-04:00,2017-09-13 10:45:00-04:00,NQ,long,5985.12,5979.07,"('abrir', 'MNQ', 17, 206, 5997.2)"
2017-09-13 11:50:00-04:00,2017-09-13 11:50:00-04:00,NQ,short,5983.92,5987.97,"('abrir', 'MNQ', 20, 162, 5975.8)"
2017-09-13 12:05:00-04:00,2017-09-13 12:05:00-04:00,NQ,short,5987.22,5990.87,"('abrir', 'MNQ', 20, 146, 5979.9)"
2017-09-14 03:25:00-04:00,2017-09-14 03:25:00-04:00,NQ,long,5992.22,5990.22,"('abrir', 'MNQ', 20, 80, 5996.2)"
2017-09-14 11:30:00-04:00,2017-09-14 11:30:00-04:00,NQ,long,5990.87,5988.07,"('abrir', 'MNQ', 20, 112, 5996.5)"
2017-09-15 03:35:00-04:00,2017-09-15 03:35:00-04:00,NQ,short,5959.67,5962.07,"('abrir', 'MNQ', 20, 96, 5954.9)"
2017-09-15 04:50:00-04:00,2017-09-15 04:50:00-04:00,NQ,long,5959.77,5957.77,"('abrir', 'MNQ', 20, 80, 5963.8)"
2017-09-15 09:50:00-04:00,2017-09-15 09:50:00-04:00,NQ,long,5960.27,5956.37,"('abrir', 'MNQ', 20, 156, 5968.1)"
2017-09-15 11:40:00-04:00,2017-09-15 11:40:00-04:00,NQ,long,5991.37,5985.17,"('abrir', 'MNQ', 16, 198, 6003.8)"
2017-09-18 04:35:00-04:00,2017-09-18 04:35:00-04:00,NQ,long,5999.02,5995.37,"('abrir', 'MNQ', 20, 146, 6006.3)"
2017-09-18 06:00:00-04:00,2017-09-18 06:00:00-04:00,NQ,long,5999.92,5995.17,"('skip', 'ya hay posición en MNQ')"
2017-09-18 10:25:00-04:00,2017-09-18 10:25:00-04:00,NQ,short,6003.57,6007.07,"('abrir', 'MNQ', 20, 140, 5996.6)"
2017-09-19 04:00:00-04:00,2017-09-19 04:00:00-04:00,NQ,long,5977.82,5975.82,"('abrir', 'MNQ', 20, 80, 5981.8)"
2017-09-19 11:20:00-04:00,2017-09-19 11:20:00-04:00,NQ,short,5982.47,5990.57,"('abrir', 'MNQ', 12, 194, 5966.3)"
2017-09-22 05:00:00-04:00,2017-09-22 05:00:00-04:00,NQ,long,5922.77,5920.77,"('abrir', 'MNQ', 20, 80, 5926.8)"
2017-09-22 09:50:00-04:00,2017-09-22 09:50:00-04:00,NQ,long,5922.77,5911.47,"('abrir', 'MNQ', 9, 203, 5945.4)"
2017-09-22 12:00:00-04:00,2017-09-22 12:00:00-04:00,NQ,short,5924.72,5926.72,"('skip', 'ya hay posición en MNQ')"
2017-09-25 05:00:00-04:00,2017-09-25 05:00:00-04:00,NQ,long,5924.17,5922.17,"('skip', 'ya hay posición en MNQ')"
2017-09-25 05:35:00-04:00,2017-09-25 05:35:00-04:00,NQ,long,5919.87,5916.37,"('skip', 'ya hay posición en MNQ')"
2017-09-25 10:20:00-04:00,2017-09-25 10:20:00-04:00,NQ,long,5896.82,5889.67,"('abrir', 'MNQ', 14, 200, 5911.1)"
2017-09-26 09:50:00-04:00,2017-09-26 09:50:00-04:00,NQ,long,5896.92,5888.97,"('abrir', 'MNQ', 12, 191, 5912.8)"
2017-09-26 12:05:00-04:00,2017-09-26 12:05:00-04:00,NQ,short,5880.72,5882.72,"('abrir', 'MNQ', 20, 80, 5876.7)"
2017-09-27 05:20:00-04:00,2017-09-27 05:20:00-04:00,NQ,short,5899.62,5901.87,"('abrir', 'MNQ', 20, 90, 5895.1)"
2017-09-27 10:40:00-04:00,2017-09-27 10:40:00-04:00,NQ,short,5909.77,5917.17,"('abrir', 'MNQ', 13, 192, 5895.0)"
2017-09-28 03:50:00-04:00,2017-09-28 03:50:00-04:00,NQ,short,5932.27,5935.57,"('abrir', 'MNQ', 20, 132, 5925.7)"
2017-09-28 10:55:00-04:00,2017-09-28 10:55:00-04:00,NQ,long,5925.82,5920.47,"('abrir', 'MNQ', 19, 203, 5936.5)"
2017-09-29 09:40:00-04:00,2017-09-29 09:40:00-04:00,NQ,long,5944.97,5938.87,"('abrir', 'MNQ', 16, 195, 5957.2)"
2017-09-29 10:05:00-04:00,2017-09-29 10:05:00-04:00,NQ,short,5940.32,5942.32,"('abrir', 'MNQ', 20, 80, 5936.3)"
2017-10-02 04:30:00-04:00,2017-10-02 04:30:00-04:00,NQ,short,5983.67,5987.37,"('abrir', 'MNQ', 20, 148, 5976.3)"
2017-10-02 09:40:00-04:00,2017-10-02 09:40:00-04:00,NQ,long,5987.82,5983.57,"('abrir', 'MNQ', 20, 170, 5996.3)"
2017-10-02 11:15:00-04:00,2017-10-02 11:15:00-04:00,NQ,short,5999.77,6001.77,"('abrir', 'MNQ', 20, 80, 5995.8)"
2017-10-02 12:20:00-04:00,2017-10-02 12:20:00-04:00,NQ,short,5966.57,5976.37,"('abrir', 'MNQ', 10, 196, 5947.0)"
2017-10-03 04:00:00-04:00,2017-10-03 04:00:00-04:00,NQ,short,5985.37,5988.47,"('abrir', 'MNQ', 20, 124, 5979.2)"
2017-10-03 10:30:00-04:00,2017-10-03 10:30:00-04:00,NQ,short,5987.02,5995.07,"('abrir', 'MNQ', 12, 193, 5970.9)"
2017-10-03 12:20:00-04:00,2017-10-03 12:20:00-04:00,NQ,long,5990.32,5980.77,"('skip', 'ya hay posición en MNQ')"
2017-10-04 03:00:00-04:00,2017-10-04 03:00:00-04:00,NQ,long,5989.92,5987.92,"('abrir', 'MNQ', 20, 80, 5993.9)"
2017-10-04 09:40:00-04:00,2017-10-04 09:40:00-04:00,NQ,long,5982.67,5978.37,"('abrir', 'MNQ', 20, 172, 5991.3)"
